ID,Marriage_Type,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Parental_Approval,Urban_Rural,Dowry_Exchanged,Marital_Satisfaction,Divorce_Status,Children_Count,Income_Level,Years_Since_Marriage,Spouse_Working,Inter-Caste,Inter-Religion
9141,Love,33,Male,School,Same,Muslim,Yes,Rural,No,Medium,No,3,Middle,14,Yes,Yes,No
9142,Arranged,29,Female,PhD,Same,Hindu,Partial,Urban,No,Low,No,1,Middle,34,No,No,No
9143,Love,27,Female,Graduate,Same,Muslim,Yes,Urban,No,High,No,5,Middle,18,Yes,No,No
9144,Arranged,34,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,4,Middle,23,Yes,No,No
9145,Arranged,24,Male,School,Different,Hindu,Yes,Urban,No,Low,No,1,Low,26,No,Yes,No
9146,Arranged,35,Male,Graduate,Different,Hindu,Yes,Urban,Not Disclosed,Medium,No,5,High,24,No,No,Yes
9147,Arranged,33,Female,Graduate,Different,Hindu,Yes,Rural,Yes,Medium,Yes,2,Middle,43,Yes,No,No
9148,Arranged,22,Male,Postgraduate,Same,Sikh,Yes,Rural,No,Low,Yes,4,High,37,No,No,No
9149,Love,33,Female,Postgraduate,Same,Muslim,No,Rural,No,Low,No,5,High,2,Yes,No,No
9150,Arranged,18,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Low,Yes,5,Low,45,No,No,Yes
9151,Arranged,26,Male,Graduate,Same,Hindu,Partial,Rural,No,High,No,2,Middle,42,Yes,Yes,No
9152,Love,27,Female,Graduate,Different,Others,Yes,Urban,No,High,No,2,Middle,33,Yes,No,No
9153,Arranged,36,Female,Graduate,Same,Hindu,Yes,Urban,No,High,No,3,Middle,45,No,No,No
9154,Love,34,Female,Graduate,Different,Hindu,Yes,Urban,Yes,Medium,No,0,Middle,16,Yes,No,No
9155,Love,18,Female,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,2,Low,23,Yes,No,No
9156,Love,29,Female,PhD,Same,Hindu,Yes,Urban,Yes,Medium,No,4,Low,19,No,No,No
9157,Arranged,37,Female,PhD,Same,Hindu,Yes,Urban,No,Medium,No,5,High,22,No,No,No
9158,Arranged,37,Male,Graduate,Different,Christian,Yes,Rural,No,Medium,No,1,Middle,25,No,Yes,No
9159,Arranged,37,Female,Postgraduate,Same,Muslim,Yes,Rural,No,Medium,No,5,Middle,20,Yes,No,No
9160,Arranged,34,Male,School,Different,Others,Yes,Rural,Yes,High,No,5,Middle,32,No,No,Yes
9161,Arranged,29,Female,School,Same,Hindu,Yes,Urban,No,High,No,0,Middle,16,Yes,Yes,Yes
9162,Love,18,Female,School,Different,Hindu,No,Urban,No,Medium,No,4,Middle,15,No,Yes,No
9163,Arranged,22,Male,School,Different,Hindu,Yes,Rural,Yes,Medium,No,2,Middle,44,Yes,Yes,No
9164,Arranged,35,Male,Graduate,Same,Hindu,Yes,Urban,No,Low,No,1,Low,35,No,Yes,No
9165,Arranged,37,Female,School,Same,Others,Partial,Rural,No,High,No,4,Low,7,Yes,Yes,No
9166,Arranged,30,Female,Graduate,Different,Christian,Yes,Urban,Yes,Medium,No,4,High,48,Yes,No,No
9167,Arranged,22,Male,Graduate,Same,Christian,Yes,Urban,No,High,No,2,Low,15,No,Yes,Yes
9168,Arranged,22,Male,Graduate,Different,Hindu,Partial,Urban,No,High,No,0,High,2,No,No,No
9169,Love,24,Male,School,Same,Sikh,Partial,Rural,Yes,Medium,No,1,Middle,49,No,No,No
9170,Love,38,Male,Postgraduate,Same,Christian,Yes,Urban,No,High,Yes,1,Low,34,No,Yes,No
9171,Arranged,18,Female,Graduate,Same,Hindu,Yes,Rural,Yes,Medium,Yes,2,High,15,No,No,No
9172,Arranged,34,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,2,Middle,30,Yes,No,Yes
9173,Love,24,Male,Graduate,Same,Hindu,No,Urban,Yes,High,No,3,Middle,8,No,No,No
9174,Love,26,Female,School,Same,Hindu,Yes,Rural,Yes,High,No,1,Middle,3,No,Yes,No
9175,Love,27,Male,PhD,Different,Hindu,Partial,Urban,Yes,Medium,No,5,Low,17,No,No,Yes
9176,Arranged,31,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Low,No,5,Middle,21,Yes,Yes,No
9177,Arranged,37,Female,Graduate,Same,Hindu,Partial,Urban,Yes,Medium,No,5,Middle,43,Yes,No,No
9178,Arranged,35,Male,School,Same,Muslim,Yes,Urban,Yes,Medium,No,1,Middle,22,Yes,No,No
9179,Arranged,39,Male,School,Same,Hindu,Partial,Urban,Not Disclosed,Medium,No,1,Low,21,No,No,No
9180,Arranged,33,Female,School,Same,Christian,Partial,Urban,Yes,Medium,No,3,High,5,Yes,No,No
9181,Love,34,Female,Postgraduate,Same,Hindu,Yes,Urban,Not Disclosed,High,No,3,Middle,14,No,Yes,Yes
9182,Love,20,Female,Graduate,Different,Muslim,No,Urban,Not Disclosed,Low,No,0,High,41,Yes,No,No
9183,Love,36,Female,PhD,Different,Hindu,Yes,Rural,Not Disclosed,High,No,1,Low,11,No,No,No
9184,Arranged,35,Female,Postgraduate,Different,Hindu,Partial,Rural,No,Medium,No,4,Middle,17,No,Yes,Yes
9185,Arranged,35,Female,School,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,5,High,47,Yes,No,No
9186,Love,29,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Middle,14,No,No,No
9187,Love,33,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,Yes,0,Low,31,No,No,No
9188,Love,31,Female,School,Different,Hindu,Yes,Rural,Yes,Medium,No,5,High,42,No,No,Yes
9189,Arranged,29,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,2,Middle,25,No,No,No
9190,Arranged,37,Female,School,Same,Hindu,Yes,Rural,No,High,No,2,Middle,14,No,No,No
9191,Arranged,20,Female,Graduate,Same,Muslim,Partial,Rural,Not Disclosed,Low,Yes,5,Middle,49,No,No,No
9192,Love,35,Male,PhD,Different,Hindu,Partial,Rural,No,High,No,1,Middle,40,No,No,No
9193,Love,26,Male,PhD,Same,Hindu,Yes,Urban,Yes,Low,No,4,Middle,13,Yes,No,No
9194,Arranged,25,Female,Graduate,Same,Christian,Yes,Rural,No,High,Yes,2,High,43,No,Yes,Yes
9195,Arranged,28,Male,Postgraduate,Same,Muslim,No,Urban,No,Medium,No,4,Low,44,No,No,Yes
9196,Love,28,Female,Postgraduate,Same,Muslim,Yes,Urban,Yes,High,No,0,High,2,Yes,Yes,No
9197,Arranged,39,Male,School,Same,Hindu,Yes,Urban,Yes,Low,No,0,Middle,4,Yes,Yes,No
9198,Arranged,31,Female,School,Same,Hindu,Partial,Urban,Yes,Medium,No,4,High,40,No,Yes,No
9199,Arranged,34,Male,School,Different,Hindu,Yes,Urban,No,Medium,No,0,Low,23,Yes,Yes,No
9200,Arranged,29,Male,School,Same,Others,Yes,Urban,No,Low,No,2,Middle,14,Yes,No,No
9201,Arranged,23,Male,Graduate,Different,Hindu,Yes,Urban,No,High,No,3,High,19,Yes,No,No
9202,Arranged,32,Male,School,Same,Christian,Yes,Rural,Yes,Low,No,1,Middle,26,Yes,No,No
9203,Love,26,Female,PhD,Same,Sikh,Yes,Urban,No,High,No,1,Middle,42,Yes,Yes,No
9204,Arranged,22,Female,Graduate,Same,Hindu,Partial,Urban,No,High,No,4,Middle,29,No,Yes,No
9205,Arranged,30,Female,Postgraduate,Same,Christian,Yes,Urban,Not Disclosed,High,No,3,Middle,27,Yes,No,No
9206,Arranged,32,Female,School,Same,Christian,Partial,Rural,Yes,Medium,No,1,Middle,7,No,No,No
9207,Love,18,Female,Graduate,Same,Sikh,Yes,Rural,No,Low,No,2,High,8,No,No,No
9208,Love,34,Female,School,Different,Hindu,No,Urban,No,Medium,No,2,Low,45,No,No,No
9209,Arranged,24,Male,Graduate,Different,Hindu,No,Rural,No,Low,No,0,Low,18,No,No,No
9210,Arranged,19,Male,Graduate,Same,Muslim,Yes,Urban,No,High,No,4,High,23,Yes,No,No
9211,Love,38,Male,School,Same,Hindu,Yes,Rural,Yes,Low,No,5,Middle,42,Yes,No,Yes
9212,Love,35,Male,Graduate,Same,Hindu,Yes,Rural,Yes,High,No,4,Low,23,Yes,No,No
9213,Arranged,30,Male,Graduate,Same,Muslim,Yes,Rural,No,Medium,No,5,Middle,26,No,Yes,No
9214,Love,19,Female,PhD,Same,Hindu,Partial,Rural,No,High,No,4,High,2,No,No,No
9215,Arranged,30,Male,School,Same,Hindu,Partial,Rural,No,High,Yes,1,Middle,49,No,No,No
9216,Arranged,36,Female,Graduate,Same,Sikh,Yes,Rural,Yes,Medium,No,2,Middle,5,No,Yes,No
9217,Arranged,31,Female,School,Different,Muslim,Yes,Rural,No,High,No,2,Low,24,Yes,No,No
9218,Arranged,27,Male,Graduate,Different,Muslim,No,Rural,No,Medium,No,3,High,24,No,No,No
9219,Love,38,Male,Graduate,Same,Hindu,Partial,Urban,No,Low,Yes,4,Middle,7,Yes,No,No
9220,Love,28,Male,Postgraduate,Different,Hindu,Yes,Rural,No,Low,No,5,Low,31,No,No,No
9221,Love,20,Female,PhD,Different,Hindu,Yes,Rural,Yes,Low,No,5,Low,13,Yes,No,No
9222,Arranged,26,Male,School,Same,Hindu,Yes,Urban,No,Medium,No,0,High,9,No,Yes,Yes
9223,Arranged,24,Female,Graduate,Different,Muslim,Yes,Urban,Yes,Medium,Yes,0,Middle,6,Yes,Yes,No
9224,Love,30,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,0,Low,20,No,Yes,No
9225,Arranged,26,Male,School,Same,Others,Partial,Urban,Yes,Low,No,3,Low,5,No,No,No
9226,Arranged,23,Female,Graduate,Same,Hindu,Partial,Rural,Yes,High,No,0,High,40,No,No,Yes
9227,Arranged,21,Female,PhD,Same,Muslim,Yes,Rural,Not Disclosed,High,No,3,Middle,26,Yes,No,No
9228,Arranged,21,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,2,High,24,Yes,No,No
9229,Arranged,19,Female,Postgraduate,Different,Hindu,Yes,Urban,Yes,Medium,No,4,High,3,No,Yes,No
9230,Love,21,Female,Postgraduate,Different,Muslim,Yes,Rural,No,Medium,Yes,0,High,1,No,Yes,Yes
9231,Love,22,Male,Graduate,Same,Hindu,Partial,Urban,Yes,High,No,0,Middle,29,Yes,No,Yes
9232,Love,21,Female,Graduate,Same,Hindu,Yes,Urban,No,Low,No,5,Middle,38,Yes,No,Yes
9233,Arranged,29,Female,School,Same,Muslim,Partial,Rural,No,Medium,No,3,High,43,Yes,No,No
9234,Arranged,33,Male,Graduate,Different,Muslim,Yes,Urban,Yes,Low,No,5,Low,9,Yes,Yes,No
9235,Arranged,26,Male,Graduate,Same,Hindu,Yes,Rural,No,Low,No,0,Low,39,No,No,Yes
9236,Arranged,28,Female,School,Same,Christian,Partial,Rural,Not Disclosed,High,No,2,Middle,23,No,No,No
9237,Arranged,26,Female,Graduate,Different,Others,No,Rural,Yes,Low,No,2,High,33,Yes,No,Yes
9238,Love,28,Male,School,Same,Muslim,Yes,Urban,No,High,No,4,Middle,35,No,Yes,No
9239,Love,24,Male,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,5,Low,15,No,No,No
9240,Arranged,32,Male,School,Same,Hindu,No,Rural,No,High,No,1,Middle,18,Yes,No,No
9241,Arranged,25,Male,PhD,Different,Hindu,Yes,Urban,No,Low,No,3,Middle,15,Yes,No,No
9242,Love,23,Female,Graduate,Same,Muslim,Yes,Urban,No,Medium,Yes,5,Middle,5,Yes,Yes,No
9243,Arranged,34,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,4,High,23,No,Yes,No
9244,Arranged,31,Female,Postgraduate,Same,Hindu,Partial,Urban,No,High,No,5,Middle,49,No,No,Yes
9245,Love,37,Female,Postgraduate,Different,Others,Yes,Rural,Yes,Medium,No,5,Low,38,No,No,No
9246,Arranged,28,Male,School,Same,Hindu,Yes,Rural,Yes,Low,Yes,0,Middle,34,Yes,No,No
9247,Love,20,Female,Postgraduate,Same,Hindu,Partial,Urban,No,High,No,2,Low,27,Yes,Yes,No
9248,Arranged,35,Male,School,Same,Hindu,Yes,Rural,No,Medium,No,4,High,17,No,No,Yes
9249,Arranged,26,Female,Graduate,Different,Hindu,Yes,Urban,Yes,Medium,No,4,High,35,No,Yes,No
9250,Arranged,36,Male,Postgraduate,Different,Hindu,Yes,Urban,No,High,No,2,Low,35,No,No,Yes
9251,Arranged,25,Male,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,2,High,10,Yes,No,No
9252,Love,37,Male,School,Different,Hindu,Yes,Urban,No,Low,No,0,Low,44,Yes,No,Yes
9253,Arranged,25,Female,School,Same,Hindu,Yes,Rural,No,Medium,Yes,1,High,8,Yes,No,No
9254,Arranged,31,Female,PhD,Different,Others,Yes,Urban,No,Medium,No,2,High,31,No,No,No
9255,Arranged,18,Female,Graduate,Different,Hindu,Yes,Urban,No,High,No,5,Middle,33,No,No,No
9256,Love,32,Male,School,Same,Christian,Yes,Urban,Yes,High,Yes,5,Low,4,No,No,No
9257,Arranged,37,Male,School,Same,Hindu,Yes,Rural,Yes,High,No,1,Low,34,No,No,No
9258,Love,25,Female,School,Same,Christian,Partial,Rural,Yes,Medium,No,0,Low,3,No,Yes,No
9259,Arranged,34,Female,Graduate,Same,Hindu,No,Rural,No,Medium,No,1,Low,2,No,No,Yes
9260,Arranged,34,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,2,Low,26,Yes,No,No
9261,Love,39,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,3,Low,46,No,No,No
9262,Love,37,Male,PhD,Different,Others,Yes,Rural,Yes,Low,Yes,4,High,27,No,No,No
9263,Arranged,27,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,0,High,29,No,Yes,No
9264,Arranged,28,Male,Postgraduate,Same,Christian,Yes,Urban,No,Medium,No,0,Middle,24,No,Yes,No
9265,Love,30,Male,School,Same,Others,Yes,Urban,No,Medium,No,0,High,29,Yes,No,No
9266,Love,20,Male,School,Same,Hindu,Yes,Urban,No,Low,No,2,High,33,Yes,Yes,No
9267,Love,37,Female,Graduate,Same,Muslim,Yes,Rural,Yes,Medium,Yes,0,Middle,16,Yes,Yes,No
9268,Arranged,34,Male,School,Same,Hindu,Yes,Rural,Yes,Medium,No,3,High,7,Yes,No,Yes
9269,Arranged,33,Male,Postgraduate,Different,Hindu,Partial,Urban,Not Disclosed,Medium,No,1,Middle,2,Yes,No,Yes
9270,Arranged,36,Male,Graduate,Same,Hindu,Yes,Rural,Yes,High,No,3,Low,22,No,No,No
9271,Arranged,38,Female,Graduate,Same,Hindu,Yes,Rural,No,Low,No,5,Middle,29,No,Yes,No
9272,Love,32,Female,School,Different,Hindu,Partial,Rural,No,Low,Yes,3,Middle,11,No,No,Yes
9273,Arranged,36,Male,Graduate,Same,Christian,Partial,Rural,No,Medium,No,4,High,24,No,Yes,No
9274,Arranged,23,Male,Graduate,Same,Christian,Yes,Rural,No,Low,No,4,Middle,28,Yes,Yes,No
9275,Love,27,Female,School,Same,Hindu,No,Rural,No,High,No,4,Middle,25,No,No,No
9276,Love,25,Female,Graduate,Different,Muslim,Partial,Rural,Not Disclosed,Medium,No,5,Low,37,Yes,No,No
9277,Arranged,19,Female,School,Same,Others,No,Urban,Yes,Medium,No,4,Low,13,Yes,No,No
9278,Arranged,26,Male,Graduate,Different,Hindu,Yes,Urban,Yes,Medium,No,0,Low,6,No,Yes,No
9279,Love,26,Female,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,2,High,22,Yes,Yes,No
9280,Arranged,23,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,5,Middle,40,Yes,No,No
9281,Love,25,Female,Graduate,Different,Muslim,No,Urban,No,Medium,No,4,High,18,No,No,No
9282,Arranged,31,Male,Graduate,Different,Sikh,Yes,Urban,Yes,Medium,No,1,Middle,36,Yes,No,No
9283,Love,31,Male,Graduate,Same,Hindu,Partial,Rural,No,Medium,No,1,Low,13,No,No,No
9284,Arranged,38,Male,School,Same,Others,Partial,Urban,Yes,Medium,No,0,High,28,No,No,No
9285,Love,34,Female,School,Same,Sikh,Yes,Urban,Yes,Medium,No,3,Middle,30,Yes,Yes,No
9286,Love,27,Female,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,5,Low,22,No,No,No
9287,Arranged,38,Male,School,Same,Hindu,Yes,Rural,Yes,High,No,4,Low,13,Yes,No,No
9288,Arranged,33,Female,Graduate,Same,Sikh,Yes,Rural,Yes,Low,No,1,Middle,1,Yes,Yes,Yes
9289,Love,21,Female,School,Same,Hindu,Yes,Urban,No,Medium,No,2,High,12,Yes,No,Yes
9290,Love,19,Female,Graduate,Different,Hindu,Yes,Rural,No,Medium,No,1,Low,49,Yes,No,Yes
9291,Love,39,Male,School,Same,Muslim,Yes,Rural,No,Medium,No,1,High,39,Yes,No,No
9292,Love,24,Male,School,Same,Hindu,Yes,Urban,No,High,No,0,Middle,11,No,No,No
9293,Arranged,34,Female,PhD,Same,Hindu,Partial,Rural,Yes,Low,No,1,Low,13,Yes,No,No
9294,Arranged,23,Male,School,Same,Muslim,Yes,Rural,Not Disclosed,Low,No,5,Middle,14,Yes,No,No
9295,Arranged,22,Female,School,Same,Muslim,Yes,Rural,No,Medium,No,2,Low,5,No,No,No
9296,Love,34,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,0,Middle,21,No,No,No
9297,Love,27,Female,Graduate,Different,Others,No,Urban,No,Medium,Yes,4,Middle,43,No,No,Yes
9298,Arranged,21,Female,Postgraduate,Same,Others,Yes,Urban,No,Low,No,4,Middle,21,No,Yes,No
9299,Arranged,19,Male,Graduate,Different,Muslim,Yes,Urban,No,Medium,No,3,Low,9,Yes,No,No
9300,Love,33,Female,Postgraduate,Same,Hindu,Partial,Urban,No,High,No,4,Middle,37,Yes,No,No
9301,Love,29,Male,Graduate,Different,Hindu,Yes,Urban,Yes,Medium,No,2,Middle,4,No,Yes,No
9302,Love,19,Female,School,Different,Muslim,Partial,Rural,No,Medium,No,0,Low,31,No,Yes,No
9303,Love,29,Male,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,3,High,6,No,No,Yes
9304,Arranged,22,Male,School,Same,Hindu,Yes,Urban,Not Disclosed,High,No,0,Middle,1,Yes,No,No
9305,Love,35,Male,Graduate,Different,Hindu,Yes,Urban,No,High,No,1,High,35,Yes,No,No
9306,Arranged,26,Female,Postgraduate,Same,Hindu,Partial,Urban,No,Medium,No,1,Low,7,Yes,No,No
9307,Arranged,26,Male,Graduate,Different,Hindu,Partial,Rural,Yes,Medium,No,2,Middle,43,Yes,No,No
9308,Love,26,Female,Graduate,Different,Hindu,Partial,Urban,No,High,No,2,Middle,13,Yes,No,No
9309,Arranged,30,Male,School,Same,Muslim,Yes,Rural,Yes,Medium,No,1,Low,32,No,Yes,No
9310,Arranged,38,Female,Postgraduate,Same,Hindu,Partial,Rural,Yes,High,No,3,Low,19,Yes,No,No
9311,Arranged,20,Female,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,3,High,5,Yes,Yes,No
9312,Arranged,28,Female,School,Different,Hindu,Yes,Urban,No,High,No,5,Low,33,No,No,No
9313,Love,25,Male,School,Same,Hindu,Yes,Urban,No,High,No,3,Low,40,Yes,No,Yes
9314,Arranged,27,Male,Postgraduate,Same,Hindu,Partial,Urban,Yes,Low,No,2,High,6,No,No,No
9315,Arranged,28,Female,Graduate,Different,Christian,Partial,Urban,No,Medium,Yes,4,Middle,29,Yes,Yes,No
9316,Love,37,Female,Postgraduate,Same,Hindu,No,Rural,No,Medium,Yes,3,Low,41,Yes,Yes,No
9317,Arranged,25,Female,School,Same,Hindu,Yes,Urban,Yes,High,No,1,Middle,5,No,No,No
9318,Love,28,Male,Graduate,Different,Christian,Yes,Urban,Yes,Medium,No,0,Low,21,Yes,No,No
9319,Love,32,Female,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,0,Middle,23,Yes,No,No
9320,Arranged,34,Female,PhD,Different,Christian,Yes,Rural,No,Medium,Yes,2,Middle,11,Yes,No,No
9321,Arranged,30,Male,Graduate,Different,Sikh,Yes,Urban,No,Medium,No,0,Middle,11,Yes,Yes,No
9322,Love,32,Female,School,Same,Muslim,Yes,Rural,Yes,High,No,1,Low,5,No,No,No
9323,Arranged,19,Female,Graduate,Different,Muslim,Yes,Rural,No,High,No,4,Middle,45,Yes,No,No
9324,Love,25,Male,Graduate,Same,Hindu,No,Rural,Yes,High,Yes,5,Low,46,Yes,No,No
9325,Love,20,Male,School,Same,Hindu,Partial,Rural,Yes,Medium,No,4,High,39,Yes,Yes,No
9326,Arranged,27,Male,Graduate,Different,Hindu,Partial,Urban,No,High,No,2,Middle,41,Yes,No,Yes
9327,Arranged,19,Female,Graduate,Same,Hindu,No,Urban,No,Low,No,1,Middle,16,Yes,No,No
9328,Arranged,31,Female,PhD,Same,Muslim,Yes,Rural,No,Medium,No,5,Low,4,Yes,No,No
9329,Arranged,31,Female,School,Same,Hindu,No,Rural,Yes,Low,No,1,Low,5,No,No,No
9330,Arranged,34,Female,School,Same,Hindu,Yes,Urban,No,Medium,No,5,Middle,10,No,Yes,No
9331,Arranged,23,Male,Graduate,Same,Muslim,Yes,Urban,Yes,High,No,3,Middle,34,Yes,No,No
9332,Love,25,Female,PhD,Same,Hindu,Partial,Urban,No,Medium,No,4,High,14,Yes,No,Yes
9333,Love,26,Female,School,Different,Muslim,Yes,Urban,No,High,No,3,High,35,No,No,No
9334,Love,21,Male,School,Same,Muslim,No,Urban,No,Medium,No,3,Low,23,Yes,No,No
9335,Arranged,18,Female,School,Same,Sikh,No,Rural,Yes,High,No,3,Middle,35,No,No,No
9336,Arranged,34,Male,Postgraduate,Same,Christian,Yes,Urban,Not Disclosed,Medium,No,4,Middle,24,No,No,Yes
9337,Love,28,Male,School,Same,Sikh,No,Rural,No,Low,No,2,Middle,7,Yes,Yes,No
9338,Love,23,Male,Graduate,Same,Muslim,Yes,Urban,No,High,No,3,Middle,40,Yes,Yes,No
9339,Love,25,Female,Postgraduate,Different,Hindu,Yes,Rural,Yes,Medium,No,4,High,32,No,No,No
9340,Arranged,38,Female,Graduate,Different,Hindu,No,Rural,No,Medium,Yes,0,Middle,29,Yes,No,No
9341,Arranged,34,Male,School,Same,Hindu,Yes,Urban,No,Medium,No,4,Middle,20,Yes,Yes,No
9342,Love,35,Male,Postgraduate,Same,Christian,Yes,Rural,Not Disclosed,Low,No,5,Middle,21,No,No,No
9343,Arranged,36,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,3,High,19,Yes,No,No
9344,Love,18,Female,PhD,Same,Others,Yes,Urban,No,Low,No,2,Middle,43,Yes,Yes,No
9345,Arranged,23,Male,School,Different,Muslim,Partial,Urban,No,Low,No,5,High,24,Yes,No,No
9346,Arranged,18,Male,School,Same,Hindu,Partial,Rural,Not Disclosed,Medium,No,4,Low,2,Yes,No,No
9347,Love,37,Female,Graduate,Same,Christian,Yes,Urban,Not Disclosed,High,No,3,Middle,44,No,No,No
9348,Arranged,26,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,2,Low,10,No,Yes,Yes
9349,Love,30,Male,School,Same,Hindu,Partial,Urban,Yes,Low,No,4,Middle,14,Yes,No,No
9350,Arranged,22,Male,Graduate,Same,Muslim,Yes,Rural,No,Medium,No,5,Middle,36,No,No,Yes
9351,Love,22,Male,School,Same,Muslim,Yes,Urban,No,High,No,0,Middle,10,No,No,No
9352,Love,34,Female,School,Same,Muslim,Yes,Urban,Yes,Medium,No,3,Middle,23,Yes,Yes,No
9353,Love,25,Female,Graduate,Same,Christian,Yes,Rural,Yes,Medium,No,2,Low,46,Yes,No,No
9354,Arranged,24,Male,PhD,Different,Hindu,Partial,Urban,Yes,Medium,No,1,Middle,36,Yes,No,Yes
9355,Love,30,Female,PhD,Different,Others,Partial,Rural,Yes,Medium,No,3,Middle,17,Yes,Yes,No
9356,Arranged,21,Female,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,4,High,11,No,No,No
9357,Arranged,33,Male,School,Different,Christian,Partial,Rural,Yes,Medium,No,2,Low,1,No,No,Yes
9358,Arranged,25,Female,Postgraduate,Different,Hindu,Yes,Rural,No,Medium,No,5,Middle,17,Yes,No,No
9359,Arranged,35,Male,Graduate,Different,Muslim,Yes,Rural,No,High,No,4,Middle,4,Yes,Yes,Yes
9360,Arranged,30,Male,School,Same,Muslim,Yes,Urban,Yes,Low,No,3,Middle,48,No,No,No
9361,Love,25,Female,PhD,Different,Muslim,Yes,Rural,No,High,No,1,Low,15,No,No,No
9362,Arranged,26,Female,Postgraduate,Different,Christian,Yes,Urban,No,Medium,No,4,Middle,42,Yes,No,No
9363,Arranged,19,Male,School,Same,Christian,Partial,Urban,No,Medium,No,5,Middle,48,Yes,No,No
9364,Arranged,38,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,0,Middle,20,Yes,No,No
9365,Arranged,33,Male,School,Same,Christian,No,Urban,No,Medium,No,4,Low,41,No,No,No
9366,Arranged,22,Male,Graduate,Different,Christian,Yes,Rural,Yes,Low,No,0,High,43,Yes,No,No
9367,Arranged,30,Female,Graduate,Different,Christian,Yes,Urban,No,High,No,0,Middle,44,No,No,No
9368,Arranged,38,Female,Graduate,Same,Hindu,Partial,Rural,No,Medium,No,2,Middle,38,Yes,No,No
9369,Arranged,32,Male,Postgraduate,Same,Hindu,Partial,Urban,No,High,No,5,Middle,16,Yes,Yes,No
9370,Arranged,24,Male,Graduate,Different,Hindu,Partial,Rural,No,Low,No,3,Middle,42,Yes,No,No
9371,Arranged,34,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Low,No,4,High,16,Yes,Yes,No
9372,Love,38,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,4,Middle,22,Yes,No,No
9373,Arranged,37,Male,PhD,Same,Christian,No,Urban,No,High,Yes,4,Low,24,Yes,Yes,No
9374,Arranged,36,Male,School,Different,Hindu,No,Rural,Yes,High,No,5,Low,36,Yes,Yes,No
9375,Love,36,Male,School,Same,Hindu,Yes,Urban,Not Disclosed,Medium,No,5,High,12,No,Yes,No
9376,Arranged,25,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Middle,4,Yes,No,No
9377,Love,35,Male,Graduate,Same,Hindu,No,Urban,No,High,No,3,Middle,28,Yes,No,Yes
9378,Love,27,Female,Graduate,Same,Christian,Yes,Rural,No,High,No,1,Low,16,No,No,No
9379,Arranged,32,Female,Postgraduate,Same,Hindu,Partial,Urban,Yes,Medium,No,1,Middle,16,No,Yes,No
9380,Arranged,20,Male,School,Different,Muslim,Partial,Rural,Yes,Medium,No,4,Middle,24,Yes,Yes,No
9381,Arranged,20,Female,Graduate,Same,Sikh,Partial,Urban,No,Medium,No,3,Middle,22,Yes,No,No
9382,Love,34,Male,School,Same,Hindu,No,Rural,No,Medium,No,1,Middle,24,No,No,No
9383,Arranged,30,Male,Postgraduate,Same,Christian,Yes,Urban,No,Medium,No,4,High,23,No,No,No
9384,Love,39,Male,Postgraduate,Different,Hindu,Yes,Rural,Yes,Medium,No,4,Middle,3,No,No,Yes
9385,Love,39,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,5,Middle,45,Yes,No,No
9386,Love,35,Male,Graduate,Same,Hindu,Partial,Rural,Not Disclosed,Medium,No,0,Low,17,Yes,No,Yes
9387,Love,32,Female,PhD,Same,Hindu,No,Urban,Not Disclosed,Medium,No,5,Middle,3,Yes,Yes,No
9388,Arranged,18,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,3,Middle,29,Yes,No,No
